question,choices,question_formatted,locations,scene_id,label,floor_id,answers
Is the color of the table closer to the color of the chair or the sofa?,"['A. Closer to the chair', 'B. Closer to the sofa', 'C. Both are similar to the table', 'D. The table has a completely unique color.']",Is the color of the table closer to the color of the chair or the sofa? A) Closer to the chair B) Closer to the sofa C) Both are similar to the table D) The table has a completely unique color.. Answer:,"table (0): [-12.443, -1.39, 0.228]; chair (7): [-11.736, -1.545, 0.238]; sofa (30): [-6.922, -0.751, 0.451]",00013-sfbj7jspYWj,color,1,A
Which chair has a lighter color: chair or chair?,"['A. chair (object_id: 16)', 'B. chair (object_id: 10)', 'C. chair (object_id: 9)', 'D. chair (object_id: 24)']",Which chair has a lighter color: chair or chair? A) chair (object_id: 16) B) chair (object_id: 10) C) chair (object_id: 9) D) chair (object_id: 24). Answer:,"chair (16): [-26.397, 3.685, 0.756]; chair (10): [-36.482, 5.758, 0.766]; chair (9): [-37.604, 5.66, 0.707]; chair (24): [1.706, 0.524, 0.878]",00014-nYYcLpSzihC,color,1,[]
Is the color of the table darker than the color of the chair?,"['A. table (object_id: 37)', 'B. chair (object_id: 12)', 'C. table (object_id: 41)', 'D. chair (object_id: 14)']",Is the color of the table darker than the color of the chair? A) table (object_id: 37) B) chair (object_id: 12) C) table (object_id: 41) D) chair (object_id: 14). Answer:,"table (37): [-26.55, -1.059, 0.417]; chair (12): [-32.758, 4.719, 0.646]; table (41): [-21.654, -1.784, 0.397]; chair (14): [-28.031, 4.216, 0.676]",00014-nYYcLpSzihC,color,1,A
Do the two tables have similar color tones?,"['A. table (object_id: 34)', 'B. table (object_id: 55)', 'C. table (object_id: 60)', 'D. table (object_id: 42)']",Do the two tables have similar color tones? A) table (object_id: 34) B) table (object_id: 55) C) table (object_id: 60) D) table (object_id: 42). Answer:,"table (34): [-37.378, -2.278, 0.745]; table (55): [2.26, -1.648, 0.638]; table (60): [6.679, -1.963, 0.859]; table (42): [-21.606, -2.848, 0.717]",00014-nYYcLpSzihC,color,1,B
Is the color of the blinds softer than the color of the chair?,"['A. blinds (object_id: 75)', 'B. chair (object_id: 4)', 'C. blinds (object_id: 76)', 'D. chair (object_id: 18)']",Is the color of the blinds softer than the color of the chair? A) blinds (object_id: 75) B) chair (object_id: 4) C) blinds (object_id: 76) D) chair (object_id: 18). Answer:,"blinds (75): [-31.043, 6.468, 1.479]; chair (4): [-42.177, -0.186, 0.709]; blinds (76): [-1.495, 6.445, 1.477]; chair (18): [-22.253, -2.413, 0.768]",00014-nYYcLpSzihC,color,1,[]
Does the color of the chair differ significantly from the color of the table?,"['A. The chair is darker than the table', 'B. The chair is lighter than the table', 'C. Both have similar color tones', 'D. The table is darker than the chair']",Does the color of the chair differ significantly from the color of the table? A) The chair is darker than the table B) The chair is lighter than the table C) Both have similar color tones D) The table is darker than the chair. Answer:,"chair (4): [-42.177, -0.186, 0.709]; table (33): [-37.37, -0.023, 0.64]",00014-nYYcLpSzihC,color,1,[]
Which object is more vibrant in color: the chair or the table?,"['A. The chair has a more vibrant color', 'B. The table has a more vibrant color', 'C. Both have equal vibrancy', 'D. The table is less vibrant than the chair']",Which object is more vibrant in color: the chair or the table? A) The chair has a more vibrant color B) The table has a more vibrant color C) Both have equal vibrancy D) The table is less vibrant than the chair. Answer:,"chair (8): [-36.652, 5.576, 0.709]; table (57): [6.657, -0.17, 0.584]",00014-nYYcLpSzihC,color,1,[]
Is the color of the plant more saturated compared to the color of the chair?,"['A. The plant is more saturated', 'B. The chair is more saturated', 'C. Both colors have the same saturation', 'D. The chair is less saturated']",Is the color of the plant more saturated compared to the color of the chair? A) The plant is more saturated B) The chair is more saturated C) Both colors have the same saturation D) The chair is less saturated. Answer:,"plant (86): [-15.179, -3.394, 2.268]; chair (1): [-43.49, 3.363, 0.787]",00014-nYYcLpSzihC,color,1,[]
Which has a lighter color: the table or the chair?,"['A. The table is lighter', 'B. The chair is lighter', 'C. Both are of the same lightness', 'D. The chair is darker than the table']",Which has a lighter color: the table or the chair? A) The table is lighter B) The chair is lighter C) Both are of the same lightness D) The chair is darker than the table. Answer:,"table (39): [-26.11, -2.186, 0.711]; chair (12): [-32.758, 4.719, 0.646]",00014-nYYcLpSzihC,color,1,A
Is the color of the chair lighter than that of the table?,"['A. Yes, the chair is lighter', 'B. No, the table is lighter', 'C. Both have the same color', 'D. Cannot determine the color']","Is the color of the chair lighter than that of the table? A) Yes, the chair is lighter B) No, the table is lighter C) Both have the same color D) Cannot determine the color. Answer:","chair (10): [-36.482, 5.758, 0.766]; table (49): [-17.127, -1.04, 0.747]",00014-nYYcLpSzihC,color,1,D
Which object has a darker color: the chair or the door?,"['A. The chair is darker', 'B. The door is darker', 'C. Both have the same color', 'D. Cannot determine the color']",Which object has a darker color: the chair or the door? A) The chair is darker B) The door is darker C) Both have the same color D) Cannot determine the color. Answer:,"chair (1): [-43.49, 3.363, 0.787]; door (71): [-40.624, 3.626, 1.163]",00014-nYYcLpSzihC,color,1,[]
Do the table and the chair share a similar color tone?,"['A. Yes, they have similar tones', 'B. No, their tones are quite different', 'C. Both are neutral colors', 'D. Cannot determine the tones']","Do the table and the chair share a similar color tone? A) Yes, they have similar tones B) No, their tones are quite different C) Both are neutral colors D) Cannot determine the tones. Answer:","table (30): [-42.954, 4.279, 0.44]; chair (5): [-42.365, -0.12, 0.885]",00014-nYYcLpSzihC,color,1,[]
Is the color of the plant warmer than that of the chair?,"['A. Yes, the plant is warmer', 'B. No, the chair is warmer', 'C. Both have similar warmth', 'D. Cannot determine the warmth']","Is the color of the plant warmer than that of the chair? A) Yes, the plant is warmer B) No, the chair is warmer C) Both have similar warmth D) Cannot determine the warmth. Answer:","plant (86): [-15.179, -3.394, 2.268]; chair (12): [-32.758, 4.719, 0.646]",00014-nYYcLpSzihC,color,1,D
Do the colors of the chair and the table have similar tones?,"['A. Yes, the chair has a similar color tone to the table', 'B. No, the chair has a much lighter color than the table', 'C. No, the colors of the chair and table are too different', 'D. Yes, the chair and table display contrasting tones.']","Do the colors of the chair and the table have similar tones? A) Yes, the chair has a similar color tone to the table B) No, the chair has a much lighter color than the table C) No, the colors of the chair and table are too different D) Yes, the chair and table display contrasting tones.. Answer:","chair (11): [-36.734, -0.437, 0.796]; table (60): [6.679, -1.963, 0.859]",00014-nYYcLpSzihC,color,1,[]
Is the color of the ceiling darker than the color of the chair?,"['A. Yes, the ceiling is darker', 'B. No, the chair is darker than the ceiling', 'C. Both objects have the same color', 'D. The colors cannot be compared due to different materials.']","Is the color of the ceiling darker than the color of the chair? A) Yes, the ceiling is darker B) No, the chair is darker than the ceiling C) Both objects have the same color D) The colors cannot be compared due to different materials.. Answer:","ceiling (63): [-19.668, 3.469, 2.725]; chair (1): [-43.49, 3.363, 0.787]",00014-nYYcLpSzihC,color,1,[]
Which object has a brighter color: the blinds or the chair?,"['A. The blinds are brighter than the chair', 'B. The chair is brighter than the blinds', 'C. Both the blinds and the chair have the same brightness', 'D. Brightness of colors cannot be compared in isolation.']",Which object has a brighter color: the blinds or the chair? A) The blinds are brighter than the chair B) The chair is brighter than the blinds C) Both the blinds and the chair have the same brightness D) Brightness of colors cannot be compared in isolation.. Answer:,"blinds (75): [-31.043, 6.468, 1.479]; chair (9): [-37.604, 5.66, 0.707]",00014-nYYcLpSzihC,color,1,A
Is the color of the dining table more vibrant compared to the coffee table?,"['A. Yes, the dining table has a more vibrant color', 'B. No, the coffee table is more vibrant', 'C. Both tables have equally vibrant colors', 'D. Vibrancy cannot be determined without further context.']","Is the color of the dining table more vibrant compared to the coffee table? A) Yes, the dining table has a more vibrant color B) No, the coffee table is more vibrant C) Both tables have equally vibrant colors D) Vibrancy cannot be determined without further context.. Answer:","table (41): [-21.654, -1.784, 0.397]; table (39): [-26.11, -2.186, 0.711]",00014-nYYcLpSzihC,color,1,D
Which object has a lighter color: chair or table?,"['A. chair', 'B. table', 'C. Both are similar', 'D. Neither']",Which object has a lighter color: chair or table? A) chair B) table C) Both are similar D) Neither. Answer:,"chair (25): [2.418, -1.156, 0.774]; table (36): [-27.145, 3.656, 0.76]",00014-nYYcLpSzihC,color,1,[]
Is the color of the chair darker than the color of the door?,"['A. Yes, the chair is darker', 'B. No, the door is darker', 'C. Both are the same', 'D. Cannot determine']","Is the color of the chair darker than the color of the door? A) Yes, the chair is darker B) No, the door is darker C) Both are the same D) Cannot determine. Answer:","chair (4): [-42.177, -0.186, 0.709]; door (72): [-29.274, 1.073, 1.201]",00014-nYYcLpSzihC,color,1,[]
Do the colors of the blinds and chair have similar tones?,"['A. Yes, they are similar', 'B. No, the blinds are more vibrant', 'C. No, the chair is duller', 'D. Cannot compare']","Do the colors of the blinds and chair have similar tones? A) Yes, they are similar B) No, the blinds are more vibrant C) No, the chair is duller D) Cannot compare. Answer:","blinds (75): [-31.043, 6.468, 1.479]; chair (3): [-42.209, -3.686, 0.735]",00014-nYYcLpSzihC,color,1,[]
Which object has a more saturated color: table or chair?,"['A. The table has a more saturated color', 'B. The chair has a more saturated color', 'C. Both have muted colors', 'D. Cannot compare']",Which object has a more saturated color: table or chair? A) The table has a more saturated color B) The chair has a more saturated color C) Both have muted colors D) Cannot compare. Answer:,"table (44): [-21.622, -1.453, 0.761]; chair (21): [-1.961, 3.787, 0.586]",00014-nYYcLpSzihC,color,1,[]
Do the color tones of the chair and the table display similar shades?,"['A. Yes, they have similar shades', 'B. The chair is significantly darker', 'C. The table has a warmer tone', 'D. They are quite different in color tones']","Do the color tones of the chair and the table display similar shades? A) Yes, they have similar shades B) The chair is significantly darker C) The table has a warmer tone D) They are quite different in color tones. Answer:","chair (6): [-40.325, -0.064, 0.849]; table (58): [6.294, -2.064, 0.538]",00014-nYYcLpSzihC,color,1,[]
Is the chair darker in color than the table?,"['A. Yes, the chair is darker', 'B. No, the table is darker', 'C. They are the same color', 'D. The chair is lighter']","Is the chair darker in color than the table? A) Yes, the chair is darker B) No, the table is darker C) They are the same color D) The chair is lighter. Answer:","chair (12): [-32.758, 4.719, 0.646]; table (44): [-21.622, -1.453, 0.761]",00014-nYYcLpSzihC,color,1,B
"Which has a more vibrant color, the plant or the table?","['A. The plant is more vibrant', 'B. The table is more vibrant', 'C. Both have the same vibrancy', 'D. The vibrancy is not comparable']","Which has a more vibrant color, the plant or the table? A) The plant is more vibrant B) The table is more vibrant C) Both have the same vibrancy D) The vibrancy is not comparable. Answer:","plant (86): [-15.179, -3.394, 2.268]; table (27): [-43.486, 3.689, 0.706]",00014-nYYcLpSzihC,color,1,A
